beta,alpha,delta
0.7673800000000001,0.11922,0.013128
0.43128999999999995,0.30872,0.033677
0.28015,0.15625,0.025491
0.26777,0.21074,0.036969999999999996
0.5000600000000001,0.42441999999999996,0.018733
0.43511000000000005,0.12866,0.03291
0.21899000000000002,0.13030999999999998,0.031517
0.78617,0.58219,0.012493
0.4854,0.11996,0.048221
0.78557,0.71792,0.043968
0.32472,0.139,0.034053
0.28031,0.1351,0.041797
0.72233,0.25301,0.027781
0.5837399999999999,0.51989,0.033662
0.6994,0.44472,0.020593
0.26561999999999997,0.18852,0.041750999999999996
0.68399,0.56991,0.023500999999999998
0.3823,0.29974,0.011523
0.49663,0.11864000000000001,0.027398000000000002
0.47115,0.30029,0.015806
0.61298,0.27831,0.022119
0.37742,0.22346,0.027326
0.2832,0.17008,0.028256
0.41551000000000005,0.33588,0.01828
0.70524,0.32193,0.015588999999999999
0.5462100000000001,0.32534,0.01312
0.7933,0.11085999999999999,0.044832
0.52266,0.26981,0.047804
0.32442,0.26356,0.040325
0.3203,0.18162,0.02266
0.62773,0.47534,0.018831999999999998
0.36222,0.15150999999999998,0.038894
0.53817,0.32302,0.03271
0.79881,0.51417,0.010976999999999999
0.47342,0.3613,0.017359
0.71016,0.36156,0.042481
0.58224,0.24291999999999997,0.036538
0.28591,0.22578,0.044167000000000005
0.7111,0.49786,0.031741000000000005
0.17115999999999998,0.10724000000000002,0.040507999999999995
0.20838,0.10192000000000001,0.039237
0.50572,0.23471999999999998,0.045455
0.6823899999999999,0.54178,0.011189
0.73407,0.50142,0.027373
0.52059,0.18682,0.043274
0.42413999999999996,0.26022,0.023662
0.27908,0.15041,0.036185
0.7007899999999999,0.44848999999999994,0.037808999999999995
0.18195999999999998,0.12612,0.011627
0.33986,0.22862,0.047695999999999995
0.49842,0.35395,0.037041000000000004
0.77871,0.68148,0.045850999999999996
0.28446,0.11173,0.039939999999999996
0.76717,0.20513,0.023049
0.15113,0.10067999999999999,0.020575
0.56019,0.37917,0.044501
0.18448,0.12735,0.024731
0.49108,0.11238,0.042702
0.40662,0.19058,0.012825
0.18814,0.12129000000000001,0.013874000000000001
0.25572,0.12129000000000001,0.04227
0.5384899999999999,0.28053,0.028042
0.58607,0.21264,0.021415
0.78454,0.14952000000000001,0.014554
0.48025,0.20104,0.046825
0.39635,0.17087,0.033931
0.57913,0.23031999999999997,0.015843
0.18847,0.13665,0.018068999999999998
0.56693,0.29858,0.040319
0.42906000000000005,0.25511999999999996,0.026264999999999997
0.31833,0.21661,0.026602999999999998
0.43841,0.20133,0.048372000000000005
0.33458000000000004,0.20085999999999998,0.015686000000000002
0.43815,0.22808,0.046555
0.47475,0.27796,0.012421
0.45066999999999996,0.12448,0.015892
0.47142,0.13376,0.037995
0.6551,0.42445,0.046323
0.57415,0.45651,0.03622
0.64517,0.33438,0.043342
0.35005,0.29125,0.016638999999999998
0.47379,0.3713,0.012033
0.41684,0.10465999999999999,0.023906999999999998
0.20499,0.11244000000000001,0.018196
0.48296000000000006,0.244,0.026662
0.57571,0.42063,0.041088
0.5968100000000001,0.3945,0.038622000000000004
0.75474,0.37992,0.038054000000000004
0.5284399999999999,0.43942,0.042992
0.67347,0.33264,0.026655
0.6580600000000001,0.39981,0.016915
0.49526000000000003,0.14912,0.04808
0.50278,0.16215,0.01133
0.38166,0.24703000000000003,0.014766
0.79072,0.17227,0.025255
0.22776,0.1025,0.039133999999999995
0.22105,0.12897,0.014644999999999998
0.57075,0.26948,0.029781000000000002
0.32500999999999997,0.23205,0.028288
0.5496300000000001,0.13205,0.021013
0.3645,0.11936,0.03297
0.39173,0.20365999999999998,0.022313999999999997
0.7882600000000001,0.50358,0.024239
0.40609,0.23473000000000002,0.031718
0.77474,0.63574,0.014858000000000001
0.24518,0.16129000000000002,0.022779
0.34393,0.18186,0.014897
0.47226999999999997,0.41621,0.028326
0.53869,0.2972,0.031555
0.43062,0.2576,0.038361
0.59062,0.16212000000000001,0.036318
0.29921,0.14382,0.019509000000000002
0.6238,0.29047,0.029422000000000004
0.21614,0.15796,0.047027
0.71015,0.42486999999999997,0.027325
0.7712600000000001,0.35665,0.018292
0.46299999999999997,0.2891,0.017011000000000002
0.42513,0.25576,0.023573
0.52963,0.13322,0.024176
0.5221600000000001,0.4073,0.038932999999999995
0.61687,0.5305,0.024569
0.41,0.13412000000000002,0.04057
0.37262,0.13712,0.025027
0.54504,0.12617,0.04507
0.33765,0.16136,0.021503
0.49404,0.31506,0.020388999999999997
0.6298199999999999,0.26774000000000003,0.049563
0.24199,0.13812,0.016915
0.7723,0.69431,0.022181
0.46181000000000005,0.28839000000000004,0.021345
0.51147,0.38411999999999996,0.025287999999999998
0.24131,0.12666,0.041451
0.23890999999999998,0.13510999999999998,0.021166
0.5463100000000001,0.10353,0.011027
0.76937,0.36838000000000004,0.029079
0.39474000000000004,0.33225,0.037573
0.19549,0.12885,0.019847999999999998
0.75244,0.30838000000000004,0.045199
0.77564,0.13427,0.034606
0.19129000000000002,0.11975999999999999,0.029656000000000002
0.16465,0.10789000000000001,0.045226999999999996
0.56242,0.36733000000000005,0.027324
0.36715,0.23259000000000002,0.015906
0.45074,0.15749000000000002,0.023176
0.49367,0.43509,0.026958999999999997
0.59182,0.36295,0.025596
0.20873000000000003,0.14800000000000002,0.028364999999999998
0.74407,0.63265,0.011468
0.63917,0.55728,0.044025999999999996
0.35115,0.23788,0.03172
0.5806899999999999,0.21211999999999998,0.012351
0.7244,0.6251399999999999,0.030649000000000003
0.33868000000000004,0.23210999999999998,0.021098
0.71062,0.64654,0.013702
0.21761,0.12415999999999999,0.034138999999999996
0.32368,0.23529,0.022272999999999998
0.29806,0.12500999999999998,0.01238
0.74952,0.37940999999999997,0.011945
0.7264,0.55519,0.036798000000000004
0.66471,0.37306,0.016661000000000002
0.3048,0.11955,0.027306999999999998
0.29816,0.14603,0.022027
0.56442,0.17929,0.014596000000000001
0.64303,0.37091999999999997,0.021667
0.36556,0.17337,0.022188999999999997
0.49641,0.2222,0.017943
0.5198699999999999,0.18923,0.021621
0.5808399999999999,0.17065999999999998,0.02361
0.7482800000000001,0.63461,0.03395
0.39411,0.21313000000000001,0.045271
0.37001999999999996,0.12832000000000002,0.024549
0.38882,0.24418,0.042482
0.56621,0.35875999999999997,0.040966
0.18498,0.12775,0.023811000000000002
0.2253,0.1579,0.042369
0.6573399999999999,0.29596999999999996,0.012837999999999999
0.77074,0.29253,0.011399
0.47808,0.30819,0.015483000000000002
0.31665,0.13327,0.044592
0.4664,0.37522,0.036787
0.29975,0.15317,0.035974
0.32241,0.15561,0.025431
0.16722,0.11460999999999999,0.040155
0.69662,0.12458,0.032257
0.27212,0.20496999999999999,0.012684
0.74935,0.52922,0.047002999999999996
0.38483,0.3281,0.030458999999999996
0.6715399999999999,0.10960999999999999,0.017429
0.65405,0.12653,0.013371000000000001
0.49246999999999996,0.23786,0.029088
0.42736,0.20838,0.010707
0.7280300000000001,0.17189000000000002,0.041629
0.22608000000000003,0.17376,0.042457999999999996
0.33581,0.12462000000000001,0.041298
0.73538,0.66406,0.046147
0.78804,0.69148,0.02682
0.151,0.10051,0.012692
0.70533,0.41001000000000004,0.032511
0.26811,0.16007000000000002,0.011826
0.6755800000000001,0.44701,0.016235
0.50913,0.12144,0.02872
0.73393,0.45558000000000004,0.016713
0.31615,0.23842,0.038398
0.5826600000000001,0.35604,0.022848
0.4066,0.28292,0.027558999999999997
0.48723999999999995,0.27245,0.03614
0.5465800000000001,0.34212,0.010361
0.75689,0.25556,0.015118000000000001
0.45177,0.21259,0.040599
0.27054,0.19808,0.034304
0.7203,0.54303,0.021171000000000002
0.45151,0.10216,0.025061
0.72022,0.21603000000000003,0.03166
0.46001000000000003,0.26502,0.030198000000000003
0.57701,0.28251,0.021875
0.53166,0.20753000000000002,0.038849
0.4444,0.32304,0.024921000000000002
0.60178,0.37478,0.020909
0.7719699999999999,0.45881000000000005,0.046816
0.51999,0.34315999999999997,0.031
0.72783,0.56095,0.020657
0.51161,0.33605999999999997,0.045714
0.59595,0.15624000000000002,0.044443
0.53557,0.41766000000000003,0.018526
0.52642,0.1742,0.047969
0.21445999999999998,0.14875,0.02049
0.43295,0.17103,0.033981
0.17890999999999999,0.11489,0.046207
0.5702699999999999,0.1589,0.014508000000000002
0.22383000000000003,0.14459,0.039972
0.26245,0.15462,0.018287
0.45861,0.34696,0.040082
0.37471,0.14028,0.024738999999999997
0.37142,0.1397,0.014469999999999998
0.7278600000000001,0.42022,0.023505
0.27146,0.10687999999999999,0.035384
0.70663,0.25161999999999995,0.027420999999999997
0.5566800000000001,0.18025,0.014369999999999999
0.6171800000000001,0.40278,0.021628
0.19585999999999998,0.13107,0.038276
0.32564,0.14918,0.015369999999999998
0.63181,0.5564100000000001,0.029086
0.4808,0.25818,0.048105
0.37724,0.28645,0.041781
0.7139,0.10022,0.026656
0.67227,0.3173,0.019962
0.1896,0.10555,0.013197
0.26298,0.13521,0.017874
0.37379,0.22989,0.03275
0.23423000000000002,0.18357,0.014271
0.6517,0.24184,0.041842000000000004
0.75216,0.62539,0.014484
0.63615,0.43846,0.025344
0.78465,0.12177,0.033780000000000004
0.21706,0.13133,0.045495999999999995
0.20434000000000002,0.15,0.020766
0.32827,0.22896,0.035374
0.44427,0.38585,0.037161
0.22768000000000002,0.15868,0.025443
0.22637,0.15589,0.038784
0.1583,0.10829000000000001,0.015936000000000002
0.59319,0.18356,0.027933999999999997
0.6331100000000001,0.55506,0.018947
0.36885999999999997,0.12385999999999998,0.010043999999999999
0.42493000000000003,0.29777,0.015813999999999998
0.61547,0.50397,0.010785
0.56334,0.19641,0.024745
0.45921999999999996,0.35294000000000003,0.031374
0.31889,0.11817000000000001,0.020850999999999998
0.48736,0.19677,0.027755000000000002
0.17107,0.10041,0.024505000000000002
0.55262,0.42116000000000003,0.046976
0.5696,0.44363,0.044049
0.43406000000000006,0.31283,0.024053
0.27731999999999996,0.22587,0.023296
0.1692,0.11304000000000002,0.01707
0.26045,0.20210999999999998,0.02505
0.66017,0.34865999999999997,0.032514999999999995
0.5979800000000001,0.15195999999999998,0.036913999999999995
0.68171,0.35334,0.032942
0.66147,0.27678,0.019357
0.70725,0.3203,0.022806
0.78285,0.3464,0.025351
0.26115,0.20478,0.048422
0.60159,0.17583,0.030492000000000002
0.7841899999999999,0.28425,0.018321
0.7951699999999999,0.29855,0.041801
0.78576,0.7299,0.047475
0.54325,0.37212,0.027486
0.28367,0.19554000000000002,0.047135
0.32093,0.15135,0.047994999999999996
0.5273800000000001,0.24381,0.027847000000000004
0.4894,0.20536999999999997,0.040895
0.64967,0.20134000000000002,0.045204
0.48556000000000005,0.41512,0.039807999999999996
0.7186600000000001,0.27731,0.028949000000000003
0.46793,0.23671999999999999,0.014457
0.78871,0.64956,0.046699
0.45698999999999995,0.22164,0.03889
0.6887,0.59305,0.013866999999999999
0.64483,0.11632999999999999,0.046983
0.7800199999999999,0.19409,0.030375
0.5034,0.32748,0.016446000000000002
0.37538,0.12142,0.020117
0.38863000000000003,0.13818,0.044561
0.23581,0.13285,0.01438
0.74117,0.134,0.049296
0.79027,0.17842,0.028873000000000003
0.62056,0.47275,0.013580000000000002
0.67829,0.44183999999999996,0.032077
0.28171,0.12084,0.025766000000000004
0.58382,0.39192,0.022616
0.76144,0.41702,0.023288999999999997
0.63364,0.13154000000000002,0.017394
0.72747,0.65036,0.021396000000000002
0.56203,0.30413,0.041361
0.34467,0.17612,0.044224
0.77051,0.48768,0.04458
0.29186999999999996,0.17589000000000002,0.048576
0.28676,0.13176,0.014889
0.45366000000000006,0.33484,0.028145999999999997
0.5416,0.19011,0.021751
0.19730999999999999,0.14315999999999998,0.021013
0.51598,0.35788000000000003,0.048706
0.35994,0.2051,0.025277
0.61364,0.35708,0.038985
0.16968,0.10488,0.03925
0.1967,0.14472000000000002,0.047747000000000005
0.53265,0.12230999999999999,0.026829000000000002
0.51845,0.45924,0.048493
0.53272,0.40957,0.034692
0.20206,0.12439000000000001,0.022087
0.61979,0.11988,0.021529
0.19812000000000002,0.11041,0.018672
0.3052,0.19392,0.041765
0.62029,0.13132,0.033151
0.36333000000000004,0.21224,0.011216
0.41108,0.31246,0.011744
0.36698000000000003,0.22105999999999998,0.014562
0.21911,0.13032,0.034116
0.6499,0.25155,0.026254000000000003
0.30932,0.23864000000000002,0.024681
0.37411,0.11179000000000001,0.043355
0.57715,0.23067,0.047753
0.26963000000000004,0.205,0.030758999999999998
0.7968,0.40021,0.022169
0.72024,0.12680999999999998,0.035720999999999996
0.22746,0.12220999999999999,0.019047
0.41623999999999994,0.33137,0.028263
0.37919,0.2328,0.046357
0.55811,0.33546,0.041274
0.72255,0.27515,0.047616000000000006
0.49301999999999996,0.42465,0.024489
0.40298,0.32034,0.048744
0.22019,0.13291,0.046855
0.53864,0.15198,0.049891000000000005
0.70585,0.14903,0.017358000000000002
0.42126,0.27652,0.028845
0.72688,0.61868,0.01786
0.67208,0.19274000000000002,0.047245
0.70015,0.29144000000000003,0.046243
0.61854,0.40342,0.032026
0.78408,0.47179,0.016166999999999997
0.50578,0.33484,0.029057
0.16806,0.11167,0.036134
0.44198999999999994,0.17732,0.044699
0.31676,0.21158000000000002,0.043852999999999996
0.49155,0.11220999999999999,0.044044
0.31711999999999996,0.14432999999999999,0.025511000000000002
0.29908,0.16555999999999998,0.030396
0.16305,0.10995,0.032763
0.76431,0.69814,0.047848
0.72547,0.18561,0.041835000000000004
0.58721,0.4167,0.011219
0.68386,0.11905999999999999,0.017353
0.62262,0.39059,0.049523000000000005
0.21649000000000002,0.11646,0.041748
0.26871,0.19147999999999998,0.016344
0.73444,0.401,0.026066000000000002
0.16418,0.11297,0.042081
0.45078,0.21163,0.024552
0.29895,0.12492,0.02532
0.1919,0.12867,0.016679
0.39441,0.26288,0.013072
0.71173,0.49285,0.041007
0.56425,0.21261999999999998,0.038675
0.67723,0.54348,0.045433999999999995
0.47093,0.33897,0.013413
0.20508,0.11025,0.014512
0.30035,0.15399000000000002,0.022087
0.23676,0.1342,0.018975
0.6654399999999999,0.5953,0.022359
0.33984000000000003,0.20853000000000002,0.016850999999999998
0.52551,0.26405,0.042444
0.5402399999999999,0.11367999999999999,0.047331
0.55075,0.11302000000000001,0.027587
0.45913000000000004,0.3118,0.029788
0.43813,0.27931,0.027795999999999998
0.25013,0.16505,0.033748
0.63448,0.10485,0.043022000000000005
0.49918,0.24556,0.018085
0.37098000000000003,0.10724000000000002,0.016896
0.57623,0.10622000000000001,0.028414
0.465,0.36883,0.03827
0.16625,0.114,0.022552000000000003
0.6674100000000001,0.45978,0.015116999999999998
0.74569,0.68617,0.029575999999999998
0.33855,0.26946,0.021269
0.15850999999999998,0.10382999999999999,0.043318
0.3532,0.27161,0.022387
0.474,0.31085999999999997,0.048208999999999995
0.33723000000000003,0.22705999999999998,0.042635
0.30141999999999997,0.193,0.049804
0.31363,0.15865,0.0199
0.64649,0.59483,0.033302
0.40597,0.12155999999999999,0.039570999999999995
0.38034,0.10632,0.046297000000000005
0.6299899999999999,0.46679,0.039103
0.29018,0.10954000000000001,0.017052
0.29134,0.20765999999999998,0.044469
0.56545,0.34065,0.035135
0.54777,0.27358000000000005,0.024458
0.5363100000000001,0.1173,0.020697
0.17734,0.10894000000000001,0.012337
0.38787,0.13287000000000002,0.011348
0.21108000000000002,0.15282,0.031613
0.76941,0.59019,0.028547000000000003
0.33247,0.1596,0.021703999999999998
0.18755,0.11305,0.023944
0.59168,0.25158,0.022093
0.30799,0.20703000000000002,0.032413
0.60423,0.22626999999999997,0.036829
0.43699,0.16128,0.023278
0.53588,0.11073,0.020584
0.75198,0.43011000000000005,0.034079000000000005
0.65937,0.55585,0.013202
0.25786,0.17088,0.027385000000000003
0.57462,0.13129000000000002,0.017478999999999998
0.73114,0.17579,0.038902
0.50845,0.17038,0.048436
0.2984,0.10876,0.011809
0.33045,0.21303000000000002,0.048803
0.70919,0.38978,0.047320999999999995
0.4351,0.36630999999999997,0.031745999999999996
0.6722199999999999,0.45298999999999995,0.016472999999999998
0.47212,0.15918,0.034338
0.66075,0.5656800000000001,0.02333
0.7634,0.42258999999999997,0.010681999999999999
0.37840999999999997,0.17123,0.029013
0.38505,0.30738000000000004,0.042012
0.7837,0.7129,0.032624
0.37719,0.10958,0.047392000000000004
0.74468,0.23631,0.034602
0.49875,0.34188,0.046182
0.60747,0.26523,0.033914
0.20561999999999997,0.11778,0.032219
0.6057600000000001,0.42096000000000006,0.036924
0.31969000000000003,0.16246,0.038092
0.23653000000000002,0.12415999999999999,0.037466
0.33702,0.18332,0.016309999999999998
0.65022,0.18803,0.048644
0.53777,0.3444,0.015065
0.7720600000000001,0.6609999999999999,0.032021
0.42513999999999996,0.14332,0.017081
0.5122,0.33782,0.028643000000000002
0.42067,0.35472,0.019002
0.54761,0.32798,0.041947000000000005
0.29895,0.15896,0.04009
0.17454,0.12227,0.044295
0.33521999999999996,0.13278,0.039105
0.21558000000000002,0.10985,0.021848
0.47426,0.37537,0.025686
0.7346600000000001,0.13334000000000001,0.011466
0.7386,0.17722000000000002,0.039847
0.23289,0.14472000000000002,0.027063
0.63055,0.13338,0.043469
0.48063,0.23376999999999998,0.032291
0.53075,0.12374,0.017213
0.74245,0.44076000000000004,0.047156
0.26047,0.19585999999999998,0.015507
0.17444,0.12207,0.027232999999999997
0.26498,0.15825,0.03392
0.70318,0.25851,0.018686
0.52837,0.42157,0.012251999999999999
0.1921,0.10285,0.024492
0.7212,0.59372,0.035774
0.53145,0.31514000000000003,0.049651
0.57997,0.38259,0.047242
0.43213999999999997,0.13221,0.04874
0.47368999999999994,0.14978,0.034162
0.35731,0.14399,0.010577
0.5333600000000001,0.25083,0.033769
0.39885,0.30844,0.038973
0.37335,0.11732999999999999,0.036788
0.3267,0.14073,0.037471
0.57521,0.2591,0.022192
0.35577,0.25636,0.035742
0.31716,0.18470999999999999,0.049815
0.78399,0.16529000000000002,0.011348
0.18012999999999998,0.10594,0.027356000000000002
0.18006,0.11377999999999999,0.026576
0.6148100000000001,0.47373999999999994,0.028454000000000004
0.42596999999999996,0.15613,0.023706
0.2773,0.13371,0.024942
0.16852999999999999,0.11567000000000001,0.036065
0.68302,0.11538,0.028752
0.26585,0.19042,0.024812999999999998
0.29172,0.10371,0.021616999999999997
0.48448,0.21374,0.028706
0.53269,0.43683,0.027736
0.59103,0.21026,0.030157999999999997
0.7473,0.50826,0.017095
0.16719,0.11575,0.045209
0.78747,0.72938,0.029051999999999998
0.64251,0.36963,0.038557999999999995
0.74269,0.41927,0.01824
0.66115,0.59955,0.044768
0.15817,0.10762000000000001,0.037522
0.73292,0.44915,0.041906
0.3427,0.14411,0.020745
0.25433,0.10973,0.012306999999999998
0.70709,0.32223,0.039751
0.37191,0.27921,0.018823
0.3834,0.18522,0.021656
0.49272,0.30849,0.033247000000000006
0.49848000000000003,0.10394,0.039820999999999995
0.6371,0.27174,0.035593
0.7278100000000001,0.38721,0.029824
0.49898000000000003,0.15506,0.027231
0.74671,0.20709,0.021078
0.74193,0.14831,0.045355
0.43923,0.12454000000000001,0.041408
0.67812,0.15759,0.013338
0.33874,0.2845,0.036213
0.37768,0.23039,0.046477
0.7191,0.51166,0.012976
0.58445,0.43023,0.048029
0.40391,0.15571,0.012897
0.1879,0.11734000000000001,0.049365
0.63851,0.32711,0.033818
0.22105,0.10264000000000001,0.044312
0.23028,0.17718,0.033451999999999996
0.46205,0.16232,0.046756
0.64342,0.38395999999999997,0.035182
0.7146600000000001,0.3757,0.015783000000000002
0.57475,0.14606,0.027941000000000004
0.56103,0.35102,0.045681
0.7490000000000001,0.19641,0.016393
0.34462,0.28105,0.014144
0.77452,0.54772,0.027125
0.5211899999999999,0.10492,0.018983
0.61407,0.51483,0.016944
0.59744,0.26365,0.015481
0.20934,0.10805999999999999,0.040639
0.68319,0.4588,0.047302
0.49912,0.22021999999999997,0.030237
0.63608,0.44393999999999995,0.039652
0.78323,0.5422899999999999,0.040659
0.5885699999999999,0.30228,0.0216
0.35496,0.24245,0.011251
0.56128,0.42525,0.019395
0.46308999999999995,0.12105999999999999,0.011006
0.4908,0.37632,0.048558
0.59209,0.2147,0.022425
